url,Domain,Have_IP,Have_At,URL_Length,URL_Depth,Redirection,https_Domain,Prefix/Suffix,iFrame,Mouse_Over,Right_Click,Web_Forwards,count_special_characters,content_length,subdomain_count,tinyURL,whois_country,favicon_presence,Domain_registratioin_length,TopLevelDomain,Lexical_analysis,check_hyphens,status_code,Label
https://www.unionbankofindia.co.in,unionbankofindia.co.in,0,0,0,0,0,0,0,1,0,0,0,6,393,4,0,0,0,1,0,0,0,200,0
https://www.icicibank.com,icicibank.com,0,0,0,0,0,0,0,0,0,0,0,5,34212,3,0,0,1,1,0,0,0,200,0
https://centralbank.net.in,centralbank.net.in,0,0,0,0,0,0,0,1,0,0,0,5,-1,3,0,0,0,1,0,0,0,404,0
https://canarabank.com,canarabank.com,0,0,0,0,0,0,0,0,0,0,0,4,-1,2,0,0,1,1,0,0,0,200,0
https://karnatakabank.com,karnatakabank.com,0,0,0,0,0,0,0,0,0,0,0,4,-1,2,0,0,1,0,0,0,0,200,0
https://www.axisbank.com,axisbank.com,0,0,0,0,0,0,0,0,0,0,0,5,43540,3,0,0,1,1,0,0,0,200,0
https://www.nainitalbank.co.in,nainitalbank.co.in,0,0,0,0,0,0,0,1,0,0,0,6,377,4,0,0,0,1,0,0,0,200,0
https://www.pnbindia.in,pnbindia.in,0,0,0,0,0,0,0,0,0,0,0,5,144,3,0,0,1,1,0,0,0,200,0
https://www.rbi.org.in,rbi.org.in,0,0,0,0,0,0,0,0,0,0,0,6,159485,4,0,0,0,1,0,0,0,200,0
https://www.facebook.com,facebook.com,0,0,0,0,0,0,0,0,0,0,0,5,-1,3,0,0,1,1,0,0,0,200,0
https://www.semrush.com,semrush.com,0,0,0,0,0,0,0,0,0,0,0,5,-1,3,0,0,1,0,0,0,0,200,0
https://tsyndicate.com,tsyndicate.com,0,0,0,0,0,0,0,1,0,0,0,4,-1,2,0,0,0,1,0,0,0,204,0
https://play.google.com,play.google.com,0,0,0,0,1,0,0,0,0,0,0,5,0,3,0,0,1,0,0,0,0,200,0
https://twitter.com,twitter.com,0,0,0,0,0,0,0,0,0,0,0,4,-1,2,0,0,1,0,0,0,0,200,0
https://www.jiocinema.com,jiocinema.com,0,0,0,0,0,0,0,0,0,0,0,5,26173,3,0,0,1,0,0,0,0,200,0
https://www.aajtak.in,aajtak.in,0,0,0,0,0,0,0,0,0,0,0,5,178189,3,0,0,1,1,0,0,0,200,0
https://www.cricbuzz.com,cricbuzz.com,0,0,0,0,0,0,0,0,0,0,0,5,26998,3,0,0,1,0,0,0,0,200,0
https://timesofindia.indiatimes.com,timesofindia.indiatimes.com,0,0,0,0,0,0,0,0,0,0,0,5,156154,3,0,0,1,1,0,0,0,200,0
https://weather.com,weather.com,0,0,0,0,1,0,0,0,0,0,0,4,0,2,0,0,1,0,0,0,0,200,0
https://www.hotstar.com,hotstar.com,0,0,0,0,0,0,0,1,0,0,0,5,176,3,0,0,0,0,0,0,0,475,0
https://www.news18.com,news18.com,0,0,0,0,0,0,0,0,0,0,0,5,156552,3,0,0,1,1,0,0,0,200,0
https://www.indiatimes.com,indiatimes.com,0,0,0,0,0,0,0,0,0,0,0,5,138294,3,0,0,1,1,0,0,0,200,0
https://www.hindustanitimes.com,hindustanitimes.com,0,0,0,0,-1,0,0,1,-1,-1,1,5,-1,3,0,0,0,1,0,0,0,-1,0
https://www.ndtv.com,ndtv.com,0,0,0,0,0,0,0,0,0,0,0,5,79646,3,0,0,1,1,0,0,0,200,0
https://www.india.com,india.com,0,0,0,0,0,0,0,0,0,0,0,5,54264,3,0,0,1,0,0,0,0,200,0
https://byjus.com,byjus.com,0,0,0,0,0,0,0,0,0,0,0,4,109122,2,0,0,1,0,0,0,0,200,0
https://www.jio.com,jio.com,0,0,0,0,-1,0,0,1,-1,-1,1,5,-1,3,0,0,0,0,0,0,0,-1,0
https://news.abplive.com,news.abplive.com,0,0,0,0,0,0,0,0,0,0,0,5,187240,3,0,0,1,1,0,0,0,200,0
https://in.bookmyshow.com,in.bookmyshow.com,0,0,0,0,0,0,0,0,0,0,0,5,-1,3,0,0,0,1,0,0,0,403,0
https://www.rummycircle.com,rummycircle.com,0,0,0,0,0,0,0,0,0,0,0,5,122,3,0,0,0,1,0,0,0,200,0
https://www.moneycontrol.com,moneycontrol.com,0,0,0,0,0,0,0,0,0,0,0,5,298653,3,0,0,0,1,0,0,0,200,0
https://www.dailyhunt.in,dailyhunt.in,0,0,0,0,1,0,0,0,0,0,0,5,0,3,0,0,1,1,0,0,0,200,0
https://indianexpress.com,indianexpress.com,0,0,0,0,0,0,0,0,0,0,0,4,104070,2,0,0,1,0,0,0,0,200,0
https://www.sarkariresult.com,sarkariresult.com,0,0,0,0,0,0,0,1,0,0,0,5,919,3,1,0,0,1,0,0,0,403,0
https://www.imdb.com,imdb.com,0,0,0,0,0,0,0,1,0,0,0,5,-1,3,0,0,0,1,0,0,0,403,0
https://www.livehindustan.com,livehindustan.com,0,0,0,0,0,0,0,1,0,0,0,5,271,3,0,0,0,0,0,0,0,403,0
https://mobcup.net,mobcup.net,0,0,0,0,0,0,0,0,0,0,0,4,-1,2,0,0,0,1,0,0,0,200,0
https://vegamovies.green/category/dual-audio-movies,vegamovies.green,0,0,0,2,1,0,0,1,0,0,1,8,-1,2,0,0,0,0,1,0,0,403,0
https://www.amarujala.com/tags/today,amarujala.com,0,0,0,2,0,0,0,0,0,0,0,7,-1,3,0,0,1,0,0,0,0,200,0
https://www.rediff.com,rediff.com,0,0,0,0,0,0,0,0,0,0,0,5,26749,3,0,0,1,1,0,0,0,200,0
https://www.orkut.com,orkut.com,0,0,0,0,0,0,0,1,0,0,0,5,-1,3,1,0,1,1,0,0,0,200,0
https://account.live.com/messagepage.aspx,account.live.com,0,0,0,1,0,0,0,0,0,0,0,7,158,3,0,0,1,0,0,1,0,200,0
https://www.naukri.com,naukri.com,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,1,0,0,0,200,0
https://wordpress.org,wordpress.org,0,0,0,0,0,0,0,0,0,0,0,4,-1,2,0,0,1,1,0,0,0,200,0
https://www.irctc.co.in,irctc.co.in,0,0,0,0,-1,0,0,1,-1,-1,1,6,-1,4,0,0,0,1,0,0,0,-1,0
https://metacafe.metacube.com,metacafe.metacube.com,0,0,0,0,0,0,0,1,0,0,0,5,2510,3,0,0,1,0,0,0,0,200,0
https://www.imdb.com,imdb.com,0,0,0,0,0,0,0,1,0,0,0,5,-1,3,0,0,0,1,0,0,0,403,0
http://www.crestonwood.com/router.php,crestonwood.com,0,0,0,1,0,1,0,1,0,0,0,7,-1,3,0,0,0,0,0,0,0,200,0
http://shadetreetechnology.com/V4/validation/a111aedc8ae390eabcfa130e041a10a4,shadetreetechnology.com,0,0,1,3,0,1,0,1,0,0,0,7,150,2,0,0,0,0,0,0,0,404,1
https://support-appleld.com.secureupdate.duilawyeryork.com/ap/89e6a3b4b063b8d/?cmd=_update&dispatch=89e6a3b4b063b8d1b&locale=_,support-appleld.com.secureupdate.duilawyeryork.com,0,0,1,2,-1,0,1,1,-1,-1,1,16,-1,5,0,0,0,0,0,1,1,-1,1
http://rgipt.ac.in,rgipt.ac.in,0,0,0,0,1,1,0,0,0,0,0,5,0,3,0,0,1,1,0,0,0,200,0
http://www.iracing.com/tracks/gateway-motorsports-park/,iracing.com,0,0,1,2,0,1,0,1,0,0,0,10,118,3,0,0,0,1,0,0,0,403,0
http://appleid.apple.com-app.es/,appleid.apple.com-app.es,0,0,0,0,-1,1,1,1,-1,-1,1,8,-1,4,0,0,0,0,1,0,1,-1,1
http://www.mutuo.it,mutuo.it,0,0,0,0,1,1,0,0,0,0,0,5,-1,3,0,1,1,1,1,0,0,200,0
http://www.shadetreetechnology.com/V4/validation/ba4b8bddd7958ecb8772c836c2969531,shadetreetechnology.com,0,0,1,3,0,1,0,1,0,0,0,8,150,3,0,0,0,1,0,0,0,404,1
http://vamoaestudiarmedicina.blogspot.com/,vamoaestudiarmedicina.blogspot.com,0,0,0,0,0,1,0,1,0,0,0,6,0,3,1,1,1,0,0,0,0,200,0
https://parade.com/425836/joshwigler/the-amazing-race-host-phil-keoghan-previews-the-season-27-premiere/,parade.com,0,0,1,3,0,0,0,1,0,0,0,18,581,2,0,0,0,1,0,0,0,403,0
https://www.astrologyonline.eu/Astro_MemoNew/Profilo.asp,astrologyonline.eu,0,0,1,2,0,0,0,0,0,0,0,9,13620,3,0,1,0,0,1,0,0,200,0
https://www.lifewire.com/tcp-port-21-818146,lifewire.com,0,0,0,1,0,0,0,0,0,0,0,9,-1,3,0,0,1,1,0,0,0,200,0
https://technofizi.net/top-best-mp3-downloader-app-for-android-free-music-download/,technofizi.net,0,0,1,1,0,0,0,0,0,0,0,15,-1,2,0,0,1,1,0,0,0,200,0
http://html.house/l7ceeid6.html,html.house,0,0,0,1,-1,1,0,1,-1,-1,1,6,178,2,0,0,0,0,1,0,0,-1,1
https://www.missfiga.com/,missfiga.com,0,0,0,0,0,0,0,1,0,0,0,6,-1,3,0,0,0,1,0,0,0,200,0
https://grassform-my.sharepoint.com/:b:/g/personal/accounts_grassform_co_uk/EYsmX_DhwSVAlooW1ETKf50BIChCl1rrAfmqvTLvySTLQQ?e=UbjoWA,grassform-my.sharepoint.com,0,0,1,5,0,0,1,0,0,0,0,18,0,3,1,0,1,1,0,0,1,200,1
https://www.merriam-webster.com/dictionary/tabloid,merriam-webster.com,0,0,0,2,0,0,1,0,0,0,0,8,-1,3,0,0,1,0,0,0,1,200,0
http://hotmailsecure.brilliantbokeh.com/HotmailNEW/,hotmailsecure.brilliantbokeh.com,0,0,0,1,-1,1,0,1,-1,-1,1,7,-1,3,0,1,0,0,0,1,0,-1,1
https://www.bls.gov/oes/current/oes292035.htm,bls.gov,0,0,0,3,0,0,0,1,0,0,0,9,1323,3,0,0,0,1,0,0,0,403,0
http://vaportotal.net/catalog/language/english/product/special/index.php?cid=474fe1ba8fa8cfd26e81532c7baac4a1&amp;SSID=d2b816c9e8292c96546684e342c2e77cd27f39cf,vaportotal.net,0,0,1,6,0,1,0,0,0,0,0,14,-1,2,0,0,1,1,0,0,0,404,1
https://www.123formbuilder.com/form-4850478/,123formbuilder.com,0,0,0,1,0,0,0,1,0,0,0,8,162,3,0,0,1,1,0,0,0,200,1
https://sura.careervidi.com/mot?fg=Z4Nwk2pibWKclbF2k29kaHd1YKCWjJyepKZdaXy0j2lj/koenig-sandra@online.de,sura.careervidi.com,0,1,1,1,-1,0,0,1,-1,-1,1,11,-1,3,0,1,0,0,0,0,0,-1,1
http://phan.thuchao.free.fr/Hao/YouTube/ba.htm,phan.thuchao.free.fr,0,0,0,3,0,1,0,1,0,0,0,10,-1,4,0,1,0,1,1,0,0,404,1
https://ru.wikipedia.org/wiki/MultiMedia_Card,ru.wikipedia.org,0,0,0,2,0,0,0,0,0,0,0,8,20917,3,0,0,1,1,0,0,0,200,0
http://www.astroresidential.co.uk/application/data/,astroresidential.co.uk,0,0,0,2,0,1,0,1,0,0,0,9,-1,4,0,1,0,1,1,0,0,503,1
http://www.nakamistrad.com/aa/test.php,nakamistrad.com,0,0,0,2,-1,1,0,1,-1,-1,1,8,-1,3,0,1,0,0,0,0,0,-1,1
http://www.shadetreetechnology.com/V4/validation/44ccd8b487c7fe797dc775e919236002,shadetreetechnology.com,0,0,1,3,0,1,0,1,0,0,0,8,150,3,0,0,0,0,0,0,0,404,1
http://searchnetworking.techtarget.com/tip/Comparisons-of-coaxial-cable-fiber-optic-cable-and-twisted-pair-cable,searchnetworking.techtarget.com,0,0,1,2,0,1,0,0,0,0,0,17,-1,3,1,0,1,0,0,0,0,200,0
https://sites.google.com/site/ilyasdxih,sites.google.com,0,0,0,2,1,0,0,0,0,0,1,7,-1,3,0,0,0,1,0,0,0,200,1
https://docs.google.com/forms/d/e/1FAIpQLSedi778KA_QpFW-6VseK02w_qghyAY4KrmhVAHDl-qBzUQytg/viewform,docs.google.com,0,0,1,5,0,0,0,1,0,0,0,14,-1,3,0,0,1,1,0,0,0,403,1
https://grassform-my.sharepoint.com/:b:/g/personal/accounts_grassform_co_uk/EYsmX_DhwSVAlooW1ETKf50BIChCl1rrAfmqvTLvySTLQQ?e=UbjoWA,grassform-my.sharepoint.com,0,0,1,5,0,0,1,0,0,0,0,18,0,3,1,0,1,1,0,0,1,200,1
https://www.merriam-webster.com/dictionary/tabloid,merriam-webster.com,0,0,0,2,0,0,1,0,0,0,0,8,-1,3,0,0,1,0,0,0,1,200,0
http://hotmailsecure.brilliantbokeh.com/HotmailNEW/,hotmailsecure.brilliantbokeh.com,0,0,0,1,-1,1,0,1,-1,-1,1,7,-1,3,0,1,0,0,0,1,0,-1,1
https://www.bls.gov/oes/current/oes292035.htm,bls.gov,0,0,0,3,0,0,0,1,0,0,0,9,1323,3,0,0,0,1,0,0,0,403,0
http://vaportotal.net/catalog/language/english/product/special/index.php?cid=474fe1ba8fa8cfd26e81532c7baac4a1&amp;SSID=d2b816c9e8292c96546684e342c2e77cd27f39cf,vaportotal.net,0,0,1,6,0,1,0,0,0,0,0,14,-1,2,0,0,1,1,0,0,0,404,1
https://www.123formbuilder.com/form-4850478/,123formbuilder.com,0,0,0,1,0,0,0,1,0,0,0,8,162,3,0,0,1,1,0,0,0,200,1
https://sura.careervidi.com/mot?fg=Z4Nwk2pibWKclbF2k29kaHd1YKCWjJyepKZdaXy0j2lj/koenig-sandra@online.de,sura.careervidi.com,0,1,1,1,-1,0,0,1,-1,-1,1,11,-1,3,0,1,0,0,0,0,0,-1,1
http://phan.thuchao.free.fr/Hao/YouTube/ba.htm,phan.thuchao.free.fr,0,0,0,3,0,1,0,1,0,0,0,10,-1,4,0,1,0,1,1,0,0,404,1
https://ru.wikipedia.org/wiki/MultiMedia_Card,ru.wikipedia.org,0,0,0,2,0,0,0,0,0,0,0,8,20917,3,0,0,1,1,0,0,0,200,0
http://www.astroresidential.co.uk/application/data/,astroresidential.co.uk,0,0,0,2,0,1,0,1,0,0,0,9,-1,4,0,1,0,1,1,0,0,503,1
http://www.nakamistrad.com/aa/test.php,nakamistrad.com,0,0,0,2,-1,1,0,1,-1,-1,1,8,-1,3,0,1,0,0,0,0,0,-1,1
http://www.shadetreetechnology.com/V4/validation/44ccd8b487c7fe797dc775e919236002,shadetreetechnology.com,0,0,1,3,0,1,0,1,0,0,0,8,150,3,0,0,0,0,0,0,0,404,1
http://searchnetworking.techtarget.com/tip/Comparisons-of-coaxial-cable-fiber-optic-cable-and-twisted-pair-cable,searchnetworking.techtarget.com,0,0,1,2,0,1,0,0,0,0,0,17,-1,3,1,0,1,0,0,0,0,200,0
https://sites.google.com/site/ilyasdxih,sites.google.com,0,0,0,2,1,0,0,0,0,0,1,7,-1,3,0,0,0,1,0,0,0,200,1
https://docs.google.com/forms/d/e/1FAIpQLSedi778KA_QpFW-6VseK02w_qghyAY4KrmhVAHDl-qBzUQytg/viewform,docs.google.com,0,0,1,5,0,0,0,1,0,0,0,14,-1,3,0,0,1,1,0,0,0,403,1
https://www.provenancevineyards.com/our-wines,provenancevineyards.com,0,0,0,1,0,0,0,0,0,0,0,7,-1,3,0,0,0,0,0,0,0,404,0
http://sharedpont77wwjxjx.df.r.appspot.com/wp-content/xp.php,sharedpont77wwjxjx.df.r.appspot.com,0,0,1,2,0,1,0,1,0,0,0,11,272,5,1,1,0,0,0,0,0,404,1
http://support.brother.com/g/s/id/pdf_pub/faq/faq002478/en/Scan_To_FTP.pdf,support.brother.com,0,0,1,8,0,1,0,0,0,0,0,17,0,3,0,0,0,0,0,1,0,200,0
http://www.excel-easy.com/examples/shortest-path-problem.html,excel-easy.com,0,0,1,2,0,1,1,0,0,0,0,11,707,3,0,0,0,1,0,0,1,200,0
https://mailserver67187.uc.r.appspot.com,mailserver67187.uc.r.appspot.com,0,0,0,0,0,0,0,1,0,0,0,7,272,5,1,1,0,0,0,0,0,404,1
http://www.storybookalpacas.com/account4/index2.html,storybookalpacas.com,0,0,0,2,0,1,0,0,0,0,0,8,-1,3,0,0,0,1,0,0,0,403,1
https://storage.cloud.google.com/prprhrhprc.appspot.com/index.htm#oncall-infra@eqiom.com,storage.cloud.google.com,0,1,1,2,1,0,0,0,0,0,1,15,0,4,1,0,0,1,0,0,0,200,1
http://stattrek.com/statistics/dictionary.aspx?definition=standard%20error,stattrek.com,0,0,1,2,0,1,0,0,0,0,0,9,-1,2,0,0,1,0,0,0,0,200,0
http://www.flaticon.com/free-icons/parking_403,flaticon.com,0,0,0,2,0,1,0,1,0,0,0,9,0,3,0,0,0,0,0,0,0,403,0
http://www.bobsplans.com/FreeDownloads/RouterTable.pdf,bobsplans.com,0,0,1,2,0,1,0,0,0,0,0,8,-1,3,0,0,1,1,0,0,0,200,0
http://baghira-wupperwolf.de/images/banners/bbtonline/,baghira-wupperwolf.de,0,0,1,3,-1,1,1,1,-1,-1,1,9,-1,2,0,1,0,0,1,0,1,-1,1
https://en.wikipedia.org/wiki/NIC_Bank,en.wikipedia.org,0,0,0,2,0,0,0,0,0,0,0,8,23132,3,0,0,1,1,0,0,0,200,0
http://www.history.com/topics/american-civil-war/gettysburg-address,history.com,0,0,1,3,0,1,0,0,0,0,0,11,0,3,0,0,1,0,0,0,0,200,0
http://izvilagkft.hu/wp-content/languages/.../redirect/com.htm,izvilagkft.hu,0,0,1,5,-1,1,0,1,-1,-1,1,14,-1,2,0,0,0,0,1,0,0,-1,1
http://sloaneandhyde.com/drs/new2015/document.php/index.css,sloaneandhyde.com,0,0,1,4,0,1,0,1,0,0,0,10,1177,2,0,0,1,1,0,0,0,200,1
https://www.flickr.com,flickr.com,0,0,0,0,0,0,0,0,0,0,0,5,-1,3,0,0,1,1,0,0,0,200,0
https://www.kitcoek.in,kitcoek.in,0,0,0,0,0,0,0,1,0,0,0,5,-1,3,0,0,0,1,0,0,0,406,0
http://210.212.172.190/links/index.html,210.212.172.190,1,0,0,2,0,1,0,1,0,0,0,9,4184,4,0,0,0,0,1,0,0,200,1
http://210.212.172.190/moodle2324,210.212.172.190,1,0,0,1,0,1,0,0,0,0,0,7,-1,4,0,0,1,0,1,0,0,200,1
https://210.212.172.178/parentseven,210.212.172.178,1,0,0,1,-1,0,0,1,-1,-1,1,7,-1,4,0,0,0,0,1,0,0,-1,0
http://210.212.172.178/parentseven,210.212.172.178,1,0,0,1,-1,1,0,1,-1,-1,1,7,-1,4,0,0,0,0,1,0,0,-1,1
https://documentos.sfo2.digitaloceanspaces.com/ordem.html,documentos.sfo2.digitaloceanspaces.com,0,0,1,1,0,0,0,1,0,0,0,8,243,4,0,0,0,1,0,0,0,404,1
http://remontka.pro/mac-address/,remontka.pro,0,0,0,1,0,1,0,0,0,0,0,7,-1,2,0,0,1,1,1,0,0,200,0
http://www.motoincontroepoca.com/blog/profile/,motoincontroepoca.com,0,0,0,2,0,1,0,1,0,0,0,8,-1,3,0,0,0,0,0,0,0,503,1
https://en.wikipedia.org/wiki/Gateway,en.wikipedia.org,0,0,0,2,0,0,0,0,0,0,0,7,16423,3,0,0,1,1,0,0,0,200,0
http://elexusbettgiris4.blogspot.com,elexusbettgiris4.blogspot.com,0,0,0,0,1,1,0,0,0,0,0,5,184,3,1,1,1,0,0,0,0,200,1
http://electricitypak.com/fakt/css/data/16/index.php,electricitypak.com,0,0,0,5,0,1,0,0,0,0,0,10,-1,2,0,0,1,0,0,0,0,404,1
http://app66560000.blogspot.com/,app66560000.blogspot.com,0,0,0,0,0,1,0,0,0,0,0,6,44791,3,1,1,0,0,0,0,0,404,1
https://twitter.com/mimosagrillclt,twitter.com,0,0,0,1,0,0,0,0,0,0,0,5,-1,2,0,0,1,0,0,0,0,200,0
http://www.calculate.co.il/,calculate.co.il,0,0,0,0,0,1,0,1,0,0,0,7,-1,4,0,1,0,0,1,0,0,500,0
http://marketinghelper.com.au/themes/sports/wp-content/net/555183669058fb273008595a9393d628/,marketinghelper.com.au,0,0,1,5,-1,1,0,1,-1,-1,1,12,-1,3,0,1,0,0,1,0,0,-1,1
http://www.whio.com/news/local/thief-breaks-into-save-lot-steals-steaks-dayton/dX1YgaOZ7zmj18bPd4tU6L/,whio.com,0,0,1,4,0,1,0,0,0,0,0,17,0,3,0,0,1,0,0,0,0,200,0
https://www.markspcsolution.com/,markspcsolution.com,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,1,0,0,0,0,200,0
https://www.mummyandmini.com/,mummyandmini.com,0,0,0,0,0,0,0,0,0,0,0,6,16099,3,0,0,0,1,0,0,0,200,0
http://interimmanagement.uk.com/wp-includes/js/chronopost.fr/suivi/accueil/infos/ifram2.php?Code_Smserror_tapnovcodeSms,interimmanagement.uk.com,0,0,1,7,0,1,0,0,0,0,0,18,-1,3,0,1,0,0,0,0,0,404,1
https://www.showplaceicon.com/Browsing/Cinemas/Details/8863,showplaceicon.com,0,0,1,4,0,0,0,0,0,0,0,9,-1,3,0,0,1,1,0,0,0,200,0
http://securityxploded.com/router-password-kracker.php,securityxploded.com,0,0,1,1,0,1,0,0,0,0,0,8,-1,2,0,0,1,0,0,0,0,200,0
http://hidayat.uz/928375602332311ochttp3A2F2F2Fws2FISAPIdllFM2MContact26item3B14276952031324requestePPd3DwolandgioielliPPP26qidQ-jlc@amahousse.com.html,hidayat.uz,0,1,1,1,-1,1,0,1,-1,-1,1,9,-1,2,0,0,0,0,1,0,0,-1,1
http://www.ilovefreesoftware.com/16/featured/5-best-free-network-packet-sniffer.html,ilovefreesoftware.com,0,0,1,3,0,1,0,0,0,0,0,14,162,3,0,0,1,0,0,0,0,200,0
